"","IDYr","ID","Year","variable","value","prop","model"
"864","FO2017008_2019","FO2017008","2019","TA:NNStart",0.0220528935737189,"more","pref"
"865","FO2017009_2019","FO2017009","2019","TA:NNStart",0.010715667472191,"more","pref"
"866","FO2017012_2019","FO2017012","2019","TA:NNStart",0.0377331859484409,"more","pref"
"867","FO2016015_2017","FO2016015","2017","TA:NNStart",0.0334176831381154,"more","pref"
"868","FO2017014_2018","FO2017014","2018","TA:NNStart",0.0520920654211911,"more","pref"
"869","FO2018002_2019","FO2018002","2019","TA:NNStart",0.02766457608614,"more","pref"
"870","FO2016002_2017","FO2016002","2017","SL:NNStart",0.20338742943777,"more","pref"
"871","FO2016002_2018","FO2016002","2018","SL:NNStart",0.228919357697903,"more","pref"
"872","FO2016002_2019","FO2016002","2019","SL:NNStart",0.110752147517104,"more","pref"
"873","FO2016004_2017","FO2016004","2017","SL:NNStart",0.27281835402464,"more","pref"
"874","FO2016004_2018","FO2016004","2018","SL:NNStart",0.320758002185507,"more","pref"
"875","FO2016005_2017","FO2016005","2017","SL:NNStart",0.201807555268365,"more","pref"
"876","FO2016005_2019","FO2016005","2019","SL:NNStart",0.102933053316302,"more","pref"
"877","FO2016005_2018","FO2016005","2018","SL:NNStart",0.130699873652717,"more","pref"
"878","FO2016008_2017","FO2016008","2017","SL:NNStart",0.273650997143322,"more","pref"
"879","FO2016009_2019","FO2016009","2019","SL:NNStart",0.0526326635706139,"more","pref"
"880","FO2016010_2017","FO2016010","2017","SL:NNStart",0.350906490255559,"more","pref"
"881","FO2016010_2018","FO2016010","2018","SL:NNStart",0.247038824153135,"more","pref"
"882","FO2016012_2017","FO2016012","2017","SL:NNStart",0.226148247538509,"more","pref"
"883","FO2016012_2018","FO2016012","2018","SL:NNStart",0.0698019394483435,"more","pref"
"884","FO2016013_2017","FO2016013","2017","SL:NNStart",0.187312721984653,"more","pref"
"885","FO2016013_2018","FO2016013","2018","SL:NNStart",0.134173774869773,"more","pref"
"886","FO2016013_2019","FO2016013","2019","SL:NNStart",0.176705570667517,"more","pref"
"887","FO2016014_2017","FO2016014","2017","SL:NNStart",0.257799287859718,"more","pref"
"888","FO2016014_2019","FO2016014","2019","SL:NNStart",0.175620088624175,"more","pref"
"889","FO2016014_2018","FO2016014","2018","SL:NNStart",0.185492528298767,"more","pref"
"890","FO2016015_2019","FO2016015","2019","SL:NNStart",0.151402580776417,"more","pref"
"891","FO2017001_2019","FO2017001","2019","SL:NNStart",0.195509510383781,"more","pref"
"892","FO2017004_2018","FO2017004","2018","SL:NNStart",0.0843975599521493,"more","pref"
"893","FO2017006_2018","FO2017006","2018","SL:NNStart",0.070990604531611,"more","pref"
"894","FO2017008_2018","FO2017008","2018","SL:NNStart",0.30721231417442,"more","pref"
"895","FO2017008_2019","FO2017008","2019","SL:NNStart",0.0918861595355193,"more","pref"
"896","FO2017009_2018","FO2017009","2018","SL:NNStart",0.227277485862968,"more","pref"
"897","FO2017009_2019","FO2017009","2019","SL:NNStart",0.0545673927043628,"more","pref"
"898","FO2017012_2018","FO2017012","2018","SL:NNStart",0.344699840635853,"more","pref"
"899","FO2017012_2019","FO2017012","2019","SL:NNStart",0.223018383034045,"more","pref"
"900","FO2016015_2017","FO2016015","2017","SL:NNStart",0.237774013143283,"more","pref"
"901","FO2017014_2018","FO2017014","2018","SL:NNStart",0.0202094074932231,"more","pref"
"902","FO2018002_2019","FO2018002","2019","SL:NNStart",0.0251072025856321,"more","pref"
"903","FO2016002_2017","FO2016002","2017","habitatForest:sri",0.454807295209471,"more","pref"
"904","FO2016002_2018","FO2016002","2018","habitatForest:sri",0.799833763826003,"more","pref"
"905","FO2016002_2019","FO2016002","2019","habitatForest:sri",1.51887569201507,"more","pref"
"906","FO2016004_2017","FO2016004","2017","habitatForest:sri",6.7213930482822,"more","pref"
"907","FO2016004_2018","FO2016004","2018","habitatForest:sri",0.742476252056943,"more","pref"
"908","FO2016005_2017","FO2016005","2017","habitatForest:sri",0.604993510470532,"more","pref"
"909","FO2016005_2019","FO2016005","2019","habitatForest:sri",0.327998698188202,"more","pref"
"910","FO2016005_2018","FO2016005","2018","habitatForest:sri",0.566571484422538,"more","pref"
"911","FO2016008_2017","FO2016008","2017","habitatForest:sri",0.405072809753544,"more","pref"
"912","FO2016009_2019","FO2016009","2019","habitatForest:sri",0.811674657715387,"more","pref"
"913","FO2016010_2017","FO2016010","2017","habitatForest:sri",0.251187671090214,"more","pref"
"914","FO2016010_2018","FO2016010","2018","habitatForest:sri",0.815341802483476,"more","pref"
"915","FO2016012_2017","FO2016012","2017","habitatForest:sri",0.134185261096261,"more","pref"
"916","FO2016012_2018","FO2016012","2018","habitatForest:sri",2.48057633194055,"more","pref"
"917","FO2016013_2017","FO2016013","2017","habitatForest:sri",0.0791845550533381,"more","pref"
"918","FO2016013_2018","FO2016013","2018","habitatForest:sri",0.540122743841334,"more","pref"
"919","FO2016013_2019","FO2016013","2019","habitatForest:sri",0.756020868526994,"more","pref"
"920","FO2016014_2017","FO2016014","2017","habitatForest:sri",0.135396496027703,"more","pref"
"921","FO2016014_2019","FO2016014","2019","habitatForest:sri",3.06318801029992,"more","pref"
"922","FO2016014_2018","FO2016014","2018","habitatForest:sri",1.3753097022925,"more","pref"
"923","FO2016015_2019","FO2016015","2019","habitatForest:sri",0.322387703915338,"more","pref"
"924","FO2017001_2019","FO2017001","2019","habitatForest:sri",0.649962102333123,"more","pref"
"925","FO2017004_2018","FO2017004","2018","habitatForest:sri",1.15803752267493,"more","pref"
"926","FO2017006_2018","FO2017006","2018","habitatForest:sri",1.47314438792765,"more","pref"
"927","FO2017007_2018","FO2017007","2018","habitatForest:sri",1.32667465683557,"more","pref"
"928","FO2017008_2018","FO2017008","2018","habitatForest:sri",0.358768334270766,"more","pref"
"929","FO2017008_2019","FO2017008","2019","habitatForest:sri",2.39704224446378,"more","pref"
"930","FO2017009_2018","FO2017009","2018","habitatForest:sri",1.31928621512231,"more","pref"
"931","FO2017009_2019","FO2017009","2019","habitatForest:sri",1.60494154848987,"more","pref"
"932","FO2017012_2018","FO2017012","2018","habitatForest:sri",1.12597090912411,"more","pref"
"933","FO2017012_2019","FO2017012","2019","habitatForest:sri",1.10430858899596,"more","pref"
"934","FO2016015_2017","FO2016015","2017","habitatForest:sri",0.464734540229712,"more","pref"
"935","FO2017014_2018","FO2017014","2018","habitatForest:sri",1.02197018272469,"more","pref"
"936","FO2018002_2019","FO2018002","2019","habitatForest:sri",0.648110569362773,"more","pref"
"937","FO2016002_2017","FO2016002","2017","habitatLichen:sri",0.555304242281208,"more","pref"
"938","FO2016002_2018","FO2016002","2018","habitatLichen:sri",0.95578830502901,"more","pref"
"939","FO2016002_2019","FO2016002","2019","habitatLichen:sri",1.31850288190285,"more","pref"
"940","FO2016004_2017","FO2016004","2017","habitatLichen:sri",1.18764308069545,"more","pref"
"941","FO2016004_2018","FO2016004","2018","habitatLichen:sri",1.05855629266689,"more","pref"
"942","FO2016005_2017","FO2016005","2017","habitatLichen:sri",0.830308760108774,"more","pref"
"943","FO2016005_2019","FO2016005","2019","habitatLichen:sri",0.663876079734701,"more","pref"
"944","FO2016005_2018","FO2016005","2018","habitatLichen:sri",0.826998005213536,"more","pref"
"945","FO2016008_2017","FO2016008","2017","habitatLichen:sri",1.13925140002309,"more","pref"
"946","FO2016009_2019","FO2016009","2019","habitatLichen:sri",1.24756690668629,"more","pref"
"947","FO2016010_2017","FO2016010","2017","habitatLichen:sri",0.538442525358634,"more","pref"
"948","FO2016010_2018","FO2016010","2018","habitatLichen:sri",0.932248658504343,"more","pref"
"949","FO2016012_2017","FO2016012","2017","habitatLichen:sri",0.484651530810224,"more","pref"
"950","FO2016012_2018","FO2016012","2018","habitatLichen:sri",1.73552125836683,"more","pref"
"951","FO2016013_2017","FO2016013","2017","habitatLichen:sri",0.400231878463559,"more","pref"
"952","FO2016013_2018","FO2016013","2018","habitatLichen:sri",0.641634922909034,"more","pref"
"953","FO2016013_2019","FO2016013","2019","habitatLichen:sri",0.762655521571234,"more","pref"
"954","FO2016014_2017","FO2016014","2017","habitatLichen:sri",0.836456871386231,"more","pref"
"955","FO2016014_2019","FO2016014","2019","habitatLichen:sri",1.21862140449205,"more","pref"
"956","FO2016014_2018","FO2016014","2018","habitatLichen:sri",1.08831137169459,"more","pref"
"957","FO2016015_2019","FO2016015","2019","habitatLichen:sri",0.621685517398839,"more","pref"
"958","FO2017001_2019","FO2017001","2019","habitatLichen:sri",0.865836453857198,"more","pref"
"959","FO2017004_2018","FO2017004","2018","habitatLichen:sri",0.865874136847218,"more","pref"
"960","FO2017006_2018","FO2017006","2018","habitatLichen:sri",1.3107835329477,"more","pref"
"961","FO2017007_2018","FO2017007","2018","habitatLichen:sri",1.1206083847897,"more","pref"
"962","FO2017008_2018","FO2017008","2018","habitatLichen:sri",1.05959797533677,"more","pref"
"963","FO2017008_2019","FO2017008","2019","habitatLichen:sri",1.06130232457117,"more","pref"
"964","FO2017009_2018","FO2017009","2018","habitatLichen:sri",1.22313656987003,"more","pref"
"965","FO2017009_2019","FO2017009","2019","habitatLichen:sri",2.01592336045486,"more","pref"
"966","FO2017012_2018","FO2017012","2018","habitatLichen:sri",2.27800358670329,"more","pref"
"967","FO2017012_2019","FO2017012","2019","habitatLichen:sri",0.784550547786959,"more","pref"
"968","FO2016015_2017","FO2016015","2017","habitatLichen:sri",0.99664467979355,"more","pref"
"969","FO2017014_2018","FO2017014","2018","habitatLichen:sri",0.902911666029691,"more","pref"
"970","FO2018002_2019","FO2018002","2019","habitatLichen:sri",0.993821340901904,"more","pref"
"971","FO2016002_2017","FO2016002","2017","habitatForest:NNend",0.0319620873501693,"more","pref"
"972","FO2016002_2018","FO2016002","2018","habitatForest:NNend",0.952276679691444,"more","pref"
"973","FO2016002_2019","FO2016002","2019","habitatForest:NNend",0.450308522717452,"more","pref"
"974","FO2016004_2017","FO2016004","2017","habitatForest:NNend",0.603665223096455,"more","pref"
"975","FO2016004_2018","FO2016004","2018","habitatForest:NNend",0.52332725829844,"more","pref"
"976","FO2016005_2019","FO2016005","2019","habitatForest:NNend",0.065784769438643,"more","pref"
"977","FO2016009_2019","FO2016009","2019","habitatForest:NNend",0.275666810210506,"more","pref"
"978","FO2016010_2018","FO2016010","2018","habitatForest:NNend",0.662592907053907,"more","pref"
"979","FO2016012_2018","FO2016012","2018","habitatForest:NNend",0.21511785724872,"more","pref"
"980","FO2016013_2018","FO2016013","2018","habitatForest:NNend",0.347823130423526,"more","pref"
"981","FO2016013_2019","FO2016013","2019","habitatForest:NNend",0.775179908787618,"more","pref"
"982","FO2016014_2017","FO2016014","2017","habitatForest:NNend",0.342984790823582,"more","pref"
"983","FO2016014_2018","FO2016014","2018","habitatForest:NNend",0.228629678432137,"more","pref"
"984","FO2016015_2019","FO2016015","2019","habitatForest:NNend",0.179740473101509,"more","pref"
"985","FO2017001_2019","FO2017001","2019","habitatForest:NNend",0.421087867307619,"more","pref"
"986","FO2017004_2018","FO2017004","2018","habitatForest:NNend",0.436304283623025,"more","pref"
"987","FO2017006_2018","FO2017006","2018","habitatForest:NNend",0.834131291454463,"more","pref"
"988","FO2017007_2018","FO2017007","2018","habitatForest:NNend",0.631927472793786,"more","pref"
"989","FO2017008_2018","FO2017008","2018","habitatForest:NNend",0.517529895813223,"more","pref"
"990","FO2017009_2018","FO2017009","2018","habitatForest:NNend",0.19157119638388,"more","pref"
"991","FO2017009_2019","FO2017009","2019","habitatForest:NNend",0.0832819300168355,"more","pref"
"992","FO2017012_2018","FO2017012","2018","habitatForest:NNend",0.974047752235523,"more","pref"
"993","FO2017012_2019","FO2017012","2019","habitatForest:NNend",0.0311281508802299,"more","pref"
"994","FO2016015_2017","FO2016015","2017","habitatForest:NNend",0.564034511323348,"more","pref"
"995","FO2017014_2018","FO2017014","2018","habitatForest:NNend",0.162559212494438,"more","pref"
"996","FO2016002_2017","FO2016002","2017","habitatLichen:NNend",0.487391514811172,"more","pref"
"997","FO2016002_2018","FO2016002","2018","habitatLichen:NNend",0.908549854894872,"more","pref"
"998","FO2016002_2019","FO2016002","2019","habitatLichen:NNend",0.4238355455962,"more","pref"
"999","FO2016004_2017","FO2016004","2017","habitatLichen:NNend",0.354650404684276,"more","pref"
"1000","FO2016004_2018","FO2016004","2018","habitatLichen:NNend",0.962218414692726,"more","pref"
"1001","FO2016005_2017","FO2016005","2017","habitatLichen:NNend",0.730145198290196,"more","pref"
"1002","FO2016005_2019","FO2016005","2019","habitatLichen:NNend",0.324680916742705,"more","pref"
"1003","FO2016005_2018","FO2016005","2018","habitatLichen:NNend",0.322270980302025,"more","pref"
"1004","FO2016008_2017","FO2016008","2017","habitatLichen:NNend",0.13637447437152,"more","pref"
"1005","FO2016009_2019","FO2016009","2019","habitatLichen:NNend",0.235288747426071,"more","pref"
"1006","FO2016010_2017","FO2016010","2017","habitatLichen:NNend",0.765440288018805,"more","pref"
"1007","FO2016010_2018","FO2016010","2018","habitatLichen:NNend",0.561506347455554,"more","pref"
"1008","FO2016012_2017","FO2016012","2017","habitatLichen:NNend",0.502649215362712,"more","pref"
"1009","FO2016012_2018","FO2016012","2018","habitatLichen:NNend",0.876107839639026,"more","pref"
"1010","FO2016013_2017","FO2016013","2017","habitatLichen:NNend",0.234450538394605,"more","pref"
"1011","FO2016013_2018","FO2016013","2018","habitatLichen:NNend",0.591566398233144,"more","pref"
"1012","FO2016013_2019","FO2016013","2019","habitatLichen:NNend",0.521337213884373,"more","pref"
"1013","FO2016014_2017","FO2016014","2017","habitatLichen:NNend",0.21300209979909,"more","pref"
"1014","FO2016014_2019","FO2016014","2019","habitatLichen:NNend",0.217880395129268,"more","pref"
"1015","FO2016014_2018","FO2016014","2018","habitatLichen:NNend",0.331145424949972,"more","pref"
"1016","FO2016015_2019","FO2016015","2019","habitatLichen:NNend",0.503259862976742,"more","pref"
"1017","FO2017001_2019","FO2017001","2019","habitatLichen:NNend",0.750013251241037,"more","pref"
"1018","FO2017004_2018","FO2017004","2018","habitatLichen:NNend",0.237319838520913,"more","pref"
"1019","FO2017006_2018","FO2017006","2018","habitatLichen:NNend",0.759157993134214,"more","pref"
"1020","FO2017007_2018","FO2017007","2018","habitatLichen:NNend",0.638728229949522,"more","pref"
"1021","FO2017008_2018","FO2017008","2018","habitatLichen:NNend",0.494473436190177,"more","pref"
"1022","FO2017008_2019","FO2017008","2019","habitatLichen:NNend",0.238022202891324,"more","pref"
"1023","FO2017009_2018","FO2017009","2018","habitatLichen:NNend",0.405042789969411,"more","pref"
"1024","FO2017012_2018","FO2017012","2018","habitatLichen:NNend",0.994381288431372,"more","pref"
"1025","FO2017012_2019","FO2017012","2019","habitatLichen:NNend",0.577585280116543,"more","pref"
"1026","FO2016015_2017","FO2016015","2017","habitatLichen:NNend",0.0535166501922413,"more","pref"
"1027","FO2017014_2018","FO2017014","2018","habitatLichen:NNend",0.306850170310612,"more","pref"
"1028","FO2018002_2019","FO2018002","2019","habitatLichen:NNend",0.268934292655086,"more","pref"
"1029","FO2016002_2017","FO2016002","2017","AIC",1094.77757333838,"more","pref"
"1030","FO2016002_2018","FO2016002","2018","AIC",2292.75628518346,"more","pref"
"1031","FO2016002_2019","FO2016002","2019","AIC",1000.51565992357,"more","pref"
"1032","FO2016004_2017","FO2016004","2017","AIC",286.682167533649,"more","pref"
"1033","FO2016004_2018","FO2016004","2018","AIC",920.918453218387,"more","pref"
"1034","FO2016005_2017","FO2016005","2017","AIC",817.42706522596,"more","pref"
"1035","FO2016005_2019","FO2016005","2019","AIC",1475.29185972416,"more","pref"
"1036","FO2016005_2018","FO2016005","2018","AIC",684.50608650144,"more","pref"
"1037","FO2016008_2017","FO2016008","2017","AIC",375.165696957501,"more","pref"
"1038","FO2016009_2019","FO2016009","2019","AIC",731.17647478207,"more","pref"
"1039","FO2016010_2017","FO2016010","2017","AIC",386.912722581956,"more","pref"
"1040","FO2016010_2018","FO2016010","2018","AIC",597.414332004297,"more","pref"
"1041","FO2016012_2017","FO2016012","2017","AIC",412.596003800316,"more","pref"
"1042","FO2016012_2018","FO2016012","2018","AIC",195.461151717388,"more","pref"
"1043","FO2016013_2017","FO2016013","2017","AIC",2721.38216390603,"more","pref"
"1044","FO2016013_2018","FO2016013","2018","AIC",2245.20057799642,"more","pref"
"1045","FO2016013_2019","FO2016013","2019","AIC",1260.89859192478,"more","pref"
"1046","FO2016014_2017","FO2016014","2017","AIC",1859.52325800065,"more","pref"
"1047","FO2016014_2019","FO2016014","2019","AIC",1851.12180125577,"more","pref"
"1048","FO2016014_2018","FO2016014","2018","AIC",1498.70309142045,"more","pref"
"1049","FO2016015_2019","FO2016015","2019","AIC",1268.26722955074,"more","pref"
"1050","FO2017001_2019","FO2017001","2019","AIC",1518.93750301029,"more","pref"
"1051","FO2017004_2018","FO2017004","2018","AIC",1410.37162878911,"more","pref"
"1052","FO2017006_2018","FO2017006","2018","AIC",375.902006850789,"more","pref"
"1053","FO2017007_2018","FO2017007","2018","AIC",112.69338580595,"more","pref"
"1054","FO2017008_2018","FO2017008","2018","AIC",458.875841198707,"more","pref"
"1055","FO2017008_2019","FO2017008","2019","AIC",557.243775244854,"more","pref"
"1056","FO2017009_2018","FO2017009","2018","AIC",443.261372798852,"more","pref"
"1057","FO2017009_2019","FO2017009","2019","AIC",492.459511071572,"more","pref"
"1058","FO2017012_2018","FO2017012","2018","AIC",202.667700493736,"more","pref"
"1059","FO2017012_2019","FO2017012","2019","AIC",1437.05835935362,"more","pref"
"1060","FO2016015_2017","FO2016015","2017","AIC",320.785928759306,"more","pref"
"1061","FO2017014_2018","FO2017014","2018","AIC",579.195325994235,"more","pref"
"1062","FO2018002_2019","FO2018002","2019","AIC",601.943272257663,"more","pref"
"1063","FO2016002_2018","FO2016002","2018","habitatForest",-2.38661801563543,"less","pref"
"1064","FO2016010_2018","FO2016010","2018","habitatForest",-0.0690050639208444,"less","pref"
"1065","FO2016012_2017","FO2016012","2017","habitatForest",-0.410235627692062,"less","pref"
"1066","FO2016013_2017","FO2016013","2017","habitatForest",-0.0224456367652634,"less","pref"
"1067","FO2016013_2019","FO2016013","2019","habitatForest",-0.805674507515169,"less","pref"
"1068","FO2016014_2017","FO2016014","2017","habitatForest",-1.81313136761817,"less","pref"
"1069","FO2017007_2018","FO2017007","2018","habitatForest",-0.43371648350732,"less","pref"
"1070","FO2017008_2018","FO2017008","2018","habitatForest",-1.13599353992002,"less","pref"
"1071","FO2017012_2018","FO2017012","2018","habitatForest",-0.329624920810391,"less","pref"
"1072","FO2016015_2017","FO2016015","2017","habitatForest",-0.994797941349153,"less","pref"
"1073","FO2016002_2018","FO2016002","2018","habitatLichen",-1.02397548718504,"less","pref"
"1074","FO2016004_2018","FO2016004","2018","habitatLichen",-0.164377509223025,"less","pref"
"1075","FO2016005_2017","FO2016005","2017","habitatLichen",-0.214523128365764,"less","pref"
"1076","FO2016010_2017","FO2016010","2017","habitatLichen",-1.78469906051407,"less","pref"
"1077","FO2016012_2017","FO2016012","2017","habitatLichen",-0.80006106263521,"less","pref"
"1078","FO2016015_2019","FO2016015","2019","habitatLichen",-0.426540923982882,"less","pref"
"1079","FO2017012_2019","FO2017012","2019","habitatLichen",-0.0451553517431282,"less","pref"
"1080","FO2016002_2017","FO2016002","2017","NNend",-1.00646220018811,"less","pref"
"1081","FO2016002_2018","FO2016002","2018","NNend",-1.17923788755811,"less","pref"
"1082","FO2016002_2019","FO2016002","2019","NNend",-0.940580376041603,"less","pref"
"1083","FO2016004_2017","FO2016004","2017","NNend",-1.50531336663816,"less","pref"
"1084","FO2016004_2018","FO2016004","2018","NNend",-1.02752166090187,"less","pref"
"1085","FO2016005_2017","FO2016005","2017","NNend",-1.34924319465561,"less","pref"
"1086","FO2016005_2019","FO2016005","2019","NNend",-0.904469592794732,"less","pref"
"1087","FO2016005_2018","FO2016005","2018","NNend",-1.04005292723964,"less","pref"
"1088","FO2016008_2017","FO2016008","2017","NNend",-1.35880589167091,"less","pref"
"1089","FO2016009_2019","FO2016009","2019","NNend",-1.18398964754549,"less","pref"
"1090","FO2016010_2017","FO2016010","2017","NNend",-1.63914613888147,"less","pref"
"1091","FO2016010_2018","FO2016010","2018","NNend",-1.35068166568511,"less","pref"
"1092","FO2016012_2017","FO2016012","2017","NNend",-1.26569309060194,"less","pref"
"1093","FO2016012_2018","FO2016012","2018","NNend",-1.74652971352832,"less","pref"
"1094","FO2016013_2017","FO2016013","2017","NNend",-0.737777744035023,"less","pref"
"1095","FO2016013_2018","FO2016013","2018","NNend",-1.1868503282,"less","pref"
"1096","FO2016013_2019","FO2016013","2019","NNend",-0.994924371009123,"less","pref"
"1097","FO2016014_2017","FO2016014","2017","NNend",-0.669361744904875,"less","pref"
"1098","FO2016014_2019","FO2016014","2019","NNend",-0.710642730380984,"less","pref"
"1099","FO2016014_2018","FO2016014","2018","NNend",-0.870867777372881,"less","pref"
"1100","FO2016015_2019","FO2016015","2019","NNend",-0.996061741499407,"less","pref"
"1101","FO2017001_2019","FO2017001","2019","NNend",-1.14036669503101,"less","pref"
"1102","FO2017004_2018","FO2017004","2018","NNend",-0.831008997660563,"less","pref"
"1103","FO2017006_2018","FO2017006","2018","NNend",-1.56667763015466,"less","pref"
"1104","FO2017007_2018","FO2017007","2018","NNend",-2.08455685660846,"less","pref"
"1105","FO2017008_2018","FO2017008","2018","NNend",-1.27597010119561,"less","pref"
"1106","FO2017008_2019","FO2017008","2019","NNend",-1.00193453406059,"less","pref"
"1107","FO2017009_2018","FO2017009","2018","NNend",-1.16851509004781,"less","pref"
"1108","FO2017009_2019","FO2017009","2019","NNend",-1.08569524742686,"less","pref"
"1109","FO2017012_2018","FO2017012","2018","NNend",-1.94064808704136,"less","pref"
"1110","FO2017012_2019","FO2017012","2019","NNend",-0.919918991019739,"less","pref"
"1111","FO2016015_2017","FO2016015","2017","NNend",-1.43583917219593,"less","pref"
"1112","FO2017014_2018","FO2017014","2018","NNend",-1.44247565995234,"less","pref"
"1113","FO2018002_2019","FO2018002","2019","NNend",-0.948879188073138,"less","pref"
"1114","FO2016002_2017","FO2016002","2017","TA:TODday",-0.0516687622664976,"less","pref"
"1115","FO2016002_2018","FO2016002","2018","TA:TODday",-0.0840312968762361,"less","pref"
"1116","FO2016010_2017","FO2016010","2017","TA:TODday",-0.140839750676343,"less","pref"
"1117","FO2016012_2017","FO2016012","2017","TA:TODday",-0.114578060231403,"less","pref"
"1118","FO2016012_2018","FO2016012","2018","TA:TODday",-0.399058673150502,"less","pref"
"1119","FO2016013_2018","FO2016013","2018","TA:TODday",-0.0666640170206646,"less","pref"
"1120","FO2016014_2017","FO2016014","2017","TA:TODday",-0.0524566029403802,"less","pref"
"1121","FO2016014_2019","FO2016014","2019","TA:TODday",-0.133109954084705,"less","pref"
"1122","FO2016014_2018","FO2016014","2018","TA:TODday",-0.258793245069369,"less","pref"
"1123","FO2017001_2019","FO2017001","2019","TA:TODday",-0.141730511928174,"less","pref"
"1124","FO2017006_2018","FO2017006","2018","TA:TODday",-0.0591835958429711,"less","pref"
"1125","FO2017007_2018","FO2017007","2018","TA:TODday",-0.408955528910753,"less","pref"
"1126","FO2017008_2018","FO2017008","2018","TA:TODday",-0.0134780038718661,"less","pref"
"1127","FO2017008_2019","FO2017008","2019","TA:TODday",-0.165469934523929,"less","pref"
"1128","FO2017009_2019","FO2017009","2019","TA:TODday",-0.0998513767652756,"less","pref"
"1129","FO2017012_2019","FO2017012","2019","TA:TODday",-0.187684396434407,"less","pref"
"1130","FO2016015_2017","FO2016015","2017","TA:TODday",-0.265580121391387,"less","pref"
"1131","FO2017014_2018","FO2017014","2018","TA:TODday",-0.0941712399730884,"less","pref"
"1132","FO2018002_2019","FO2018002","2019","TA:TODday",-0.0652717157271325,"less","pref"
"1133","FO2016002_2018","FO2016002","2018","TA:TODnight",-0.116471726591411,"less","pref"
"1134","FO2016004_2017","FO2016004","2017","TA:TODnight",-0.1927338336077,"less","pref"
"1135","FO2016010_2017","FO2016010","2017","TA:TODnight",-0.044617043508459,"less","pref"
"1136","FO2016010_2018","FO2016010","2018","TA:TODnight",-0.138153257429661,"less","pref"
"1137","FO2016012_2017","FO2016012","2017","TA:TODnight",-0.17202842295317,"less","pref"
"1138","FO2016012_2018","FO2016012","2018","TA:TODnight",-0.434071671848688,"less","pref"
"1139","FO2016013_2018","FO2016013","2018","TA:TODnight",-0.0326973600731491,"less","pref"
"1140","FO2016014_2017","FO2016014","2017","TA:TODnight",-0.0893735447708156,"less","pref"
"1141","FO2016014_2019","FO2016014","2019","TA:TODnight",-0.0735770497512223,"less","pref"
"1142","FO2016014_2018","FO2016014","2018","TA:TODnight",-0.106309089456155,"less","pref"
"1143","FO2017001_2019","FO2017001","2019","TA:TODnight",-0.0182180430639236,"less","pref"
"1144","FO2017006_2018","FO2017006","2018","TA:TODnight",-0.141212859589569,"less","pref"
"1145","FO2017007_2018","FO2017007","2018","TA:TODnight",-0.387872311814901,"less","pref"
"1146","FO2017008_2018","FO2017008","2018","TA:TODnight",-0.119914763815684,"less","pref"
"1147","FO2017009_2018","FO2017009","2018","TA:TODnight",-0.0665828761487095,"less","pref"
"1148","FO2017009_2019","FO2017009","2019","TA:TODnight",-0.271721137236235,"less","pref"
"1149","FO2017012_2019","FO2017012","2019","TA:TODnight",-0.123834272424235,"less","pref"
"1150","FO2016015_2017","FO2016015","2017","TA:TODnight",-0.139392138100532,"less","pref"
"1151","FO2017014_2018","FO2017014","2018","TA:TODnight",-0.185595396094397,"less","pref"
"1152","FO2018002_2019","FO2018002","2019","TA:TODnight",-0.156298038749733,"less","pref"
"1153","FO2016004_2017","FO2016004","2017","TA:sri",-0.0553825090668511,"less","pref"
"1154","FO2016005_2019","FO2016005","2019","TA:sri",-0.0198393226832421,"less","pref"
"1155","FO2016010_2017","FO2016010","2017","TA:sri",-0.0495216532707226,"less","pref"
"1156","FO2016010_2018","FO2016010","2018","TA:sri",-0.06898594997286,"less","pref"
"1157","FO2016012_2017","FO2016012","2017","TA:sri",-0.102821437603974,"less","pref"
"1158","FO2016013_2017","FO2016013","2017","TA:sri",-0.0328341059556294,"less","pref"
"1159","FO2016014_2017","FO2016014","2017","TA:sri",-0.0436513100484056,"less","pref"
"1160","FO2016014_2019","FO2016014","2019","TA:sri",-0.0452534193198896,"less","pref"
"1161","FO2017006_2018","FO2017006","2018","TA:sri",-0.0239525607487529,"less","pref"
"1162","FO2017007_2018","FO2017007","2018","TA:sri",-0.145856364441632,"less","pref"
"1163","FO2017009_2018","FO2017009","2018","TA:sri",-0.000134699316726356,"less","pref"
"1164","FO2017009_2019","FO2017009","2019","TA:sri",-0.0343265268307163,"less","pref"
"1165","FO2018002_2019","FO2018002","2019","TA:sri",-0.0118147061710784,"less","pref"
"1166","FO2016002_2019","FO2016002","2019","TA:NNStart",-0.0127009288002283,"less","pref"
"1167","FO2016004_2017","FO2016004","2017","TA:NNStart",-0.0510218929182896,"less","pref"
"1168","FO2016004_2018","FO2016004","2018","TA:NNStart",-0.0199554082856961,"less","pref"
"1169","FO2016005_2019","FO2016005","2019","TA:NNStart",-0.02653562519472,"less","pref"
"1170","FO2016010_2017","FO2016010","2017","TA:NNStart",-0.0370811319238012,"less","pref"
"1171","FO2016010_2018","FO2016010","2018","TA:NNStart",-0.0395142109116544,"less","pref"
"1172","FO2016012_2017","FO2016012","2017","TA:NNStart",-0.0220623365866387,"less","pref"
"1173","FO2016013_2017","FO2016013","2017","TA:NNStart",-0.0343670187102893,"less","pref"
"1174","FO2016014_2017","FO2016014","2017","TA:NNStart",-0.0225593753028295,"less","pref"
"1175","FO2016014_2019","FO2016014","2019","TA:NNStart",-0.0178274192513141,"less","pref"
